label,packet_size,duration,protocol,network,protocol_code,network_code,label_code
non-reel,54,1755622467.815219,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,1414,1755622467.815262,TCP,good,0.0,0,0
non-reel,54,1755622467.831839,TCP,good,0.0,0,0
non-reel,1414,1755622467.831884,TCP,good,0.0,0,0
non-reel,1414,1755622467.831884,TCP,good,0.0,0,0
non-reel,54,1755622467.851418,TCP,good,0.0,0,0
non-reel,1414,1755622467.851455,TCP,good,0.0,0,0
non-reel,1414,1755622467.851455,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,54,1755622467.975229,TCP,good,0.0,0,0
non-reel,66,1755622467.975229,TCP,good,0.0,0,0
non-reel,1414,1755622467.97528,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,1414,1755622467.975316,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,66,1755622467.97543,TCP,good,0.0,0,0
non-reel,54,1755622467.97543,TCP,good,0.0,0,0
non-reel,54,1755622467.97543,TCP,good,0.0,0,0
non-reel,54,1755622467.97543,TCP,good,0.0,0,0
non-reel,54,1755622467.97543,TCP,good,0.0,0,0
non-reel,54,1755622467.97543,TCP,good,0.0,0,0
non-reel,1414,1755622467.975445,TCP,good,0.0,0,0
non-reel,1414,1755622467.975456,TCP,good,0.0,0,0
non-reel,1414,1755622467.975463,TCP,good,0.0,0,0
non-reel,1414,1755622467.975469,TCP,good,0.0,0,0
non-reel,1414,1755622467.975475,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,1414,1755622467.9755,TCP,good,0.0,0,0
non-reel,54,1755622467.975607,TCP,good,0.0,0,0
non-reel,54,1755622467.975607,TCP,good,0.0,0,0
non-reel,54,1755622467.982013,TCP,good,0.0,0,0
non-reel,54,1755622467.989681,TCP,good,0.0,0,0
non-reel,54,1755622467.989681,TCP,good,0.0,0,0
non-reel,54,1755622467.989681,TCP,good,0.0,0,0
non-reel,54,1755622467.993735,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,1414,1755622467.999551,TCP,good,0.0,0,0
non-reel,54,1755622468.002851,TCP,good,0.0,0,0
non-reel,54,1755622468.002851,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,1414,1755622468.00291,TCP,good,0.0,0,0
non-reel,54,1755622468.005657,TCP,good,0.0,0,0
non-reel,1414,1755622468.005683,TCP,good,0.0,0,0
non-reel,1414,1755622468.005683,TCP,good,0.0,0,0
non-reel,54,1755622468.012335,TCP,good,0.0,0,0
non-reel,1414,1755622468.012366,TCP,good,0.0,0,0
non-reel,1414,1755622468.012366,TCP,good,0.0,0,0
non-reel,54,1755622468.030723,TCP,good,0.0,0,0
non-reel,1414,1755622468.030764,TCP,good,0.0,0,0
non-reel,1414,1755622468.030764,TCP,good,0.0,0,0
non-reel,54,1755622468.033376,TCP,good,0.0,0,0
non-reel,1414,1755622468.033397,TCP,good,0.0,0,0
non-reel,1414,1755622468.033397,TCP,good,0.0,0,0
non-reel,54,1755622468.04168,TCP,good,0.0,0,0
non-reel,1414,1755622468.04172,TCP,good,0.0,0,0
non-reel,1414,1755622468.04172,TCP,good,0.0,0,0
non-reel,54,1755622468.047506,TCP,good,0.0,0,0
non-reel,1414,1755622468.047542,TCP,good,0.0,0,0
non-reel,1414,1755622468.047542,TCP,good,0.0,0,0
non-reel,54,1755622468.055368,TCP,good,0.0,0,0
non-reel,1414,1755622468.055406,TCP,good,0.0,0,0
non-reel,1414,1755622468.055406,TCP,good,0.0,0,0
non-reel,66,1755622468.063657,TCP,good,0.0,0,0
non-reel,66,1755622468.063657,TCP,good,0.0,0,0
non-reel,66,1755622468.063657,TCP,good,0.0,0,0
non-reel,1414,1755622468.063699,TCP,good,0.0,0,0
non-reel,1414,1755622468.063723,TCP,good,0.0,0,0
non-reel,66,1755622468.0686,TCP,good,0.0,0,0
non-reel,1414,1755622468.068633,TCP,good,0.0,0,0
non-reel,66,1755622468.071782,TCP,good,0.0,0,0
non-reel,66,1755622468.071782,TCP,good,0.0,0,0
non-reel,66,1755622468.071782,TCP,good,0.0,0,0
non-reel,54,1755622468.076384,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,1414,1755622468.076421,TCP,good,0.0,0,0
non-reel,54,1755622468.085663,TCP,good,0.0,0,0
non-reel,1414,1755622468.085704,TCP,good,0.0,0,0
non-reel,1414,1755622468.085704,TCP,good,0.0,0,0
non-reel,1414,1755622468.085704,TCP,good,0.0,0,0
non-reel,66,1755622468.144345,TCP,good,0.0,0,0
non-reel,66,1755622468.144345,TCP,good,0.0,0,0
non-reel,66,1755622468.144345,TCP,good,0.0,0,0
non-reel,1414,1755622468.144387,TCP,good,0.0,0,0
non-reel,1414,1755622468.144406,TCP,good,0.0,0,0
non-reel,66,1755622468.150538,TCP,good,0.0,0,0
non-reel,66,1755622468.165619,TCP,good,0.0,0,0
non-reel,54,1755622468.165619,TCP,good,0.0,0,0
non-reel,1414,1755622468.165694,TCP,good,0.0,0,0
non-reel,1414,1755622468.165694,TCP,good,0.0,0,0
non-reel,1414,1755622468.165694,TCP,good,0.0,0,0
non-reel,1414,1755622468.165694,TCP,good,0.0,0,0
non-reel,149,1755622468.165694,TCP,good,0.0,0,0
non-reel,54,1755622468.174842,TCP,good,0.0,0,0
non-reel,1414,1755622468.174879,TCP,good,0.0,0,0
non-reel,1414,1755622468.174879,TCP,good,0.0,0,0
non-reel,54,1755622468.183126,TCP,good,0.0,0,0
non-reel,1414,1755622468.183165,TCP,good,0.0,0,0
non-reel,1414,1755622468.183165,TCP,good,0.0,0,0
non-reel,54,1755622468.195888,TCP,good,0.0,0,0
non-reel,1414,1755622468.195931,TCP,good,0.0,0,0
non-reel,1414,1755622468.195931,TCP,good,0.0,0,0
non-reel,1414,1755622468.195931,TCP,good,0.0,0,0
non-reel,54,1755622468.201671,TCP,good,0.0,0,0
non-reel,54,1755622468.201671,TCP,good,0.0,0,0
non-reel,1414,1755622468.201712,TCP,good,0.0,0,0
non-reel,1414,1755622468.201712,TCP,good,0.0,0,0
non-reel,1414,1755622468.201712,TCP,good,0.0,0,0
non-reel,54,1755622468.211369,TCP,good,0.0,0,0
non-reel,1414,1755622468.211409,TCP,good,0.0,0,0
non-reel,1414,1755622468.211409,TCP,good,0.0,0,0
non-reel,54,1755622468.221096,TCP,good,0.0,0,0
non-reel,1414,1755622468.221135,TCP,good,0.0,0,0
non-reel,1414,1755622468.221135,TCP,good,0.0,0,0
non-reel,54,1755622468.227557,TCP,good,0.0,0,0
non-reel,1414,1755622468.227636,TCP,good,0.0,0,0
non-reel,1414,1755622468.227636,TCP,good,0.0,0,0
non-reel,54,1755622468.242933,TCP,good,0.0,0,0
non-reel,1414,1755622468.243015,TCP,good,0.0,0,0
non-reel,1414,1755622468.243015,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,66,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,54,1755622468.383486,TCP,good,0.0,0,0
non-reel,1414,1755622468.383587,TCP,good,0.0,0,0
non-reel,1414,1755622468.383625,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,1414,1755622468.383702,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,66,1755622468.384102,TCP,good,0.0,0,0
non-reel,66,1755622468.384102,TCP,good,0.0,0,0
non-reel,66,1755622468.384102,TCP,good,0.0,0,0
non-reel,66,1755622468.384102,TCP,good,0.0,0,0
non-reel,66,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,54,1755622468.384102,TCP,good,0.0,0,0
non-reel,1414,1755622468.384158,TCP,good,0.0,0,0
non-reel,1414,1755622468.384178,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,1414,1755622468.384464,TCP,good,0.0,0,0
non-reel,54,1755622468.392819,TCP,good,0.0,0,0
non-reel,54,1755622468.392819,TCP,good,0.0,0,0
non-reel,54,1755622468.392819,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,1414,1755622468.392884,TCP,good,0.0,0,0
non-reel,54,1755622468.401871,TCP,good,0.0,0,0
non-reel,1414,1755622468.401933,TCP,good,0.0,0,0
non-reel,1414,1755622468.401933,TCP,good,0.0,0,0
non-reel,277,1755622468.411887,UDP,good,1.0,0,0
non-reel,276,1755622468.41207,UDP,good,1.0,0,0
non-reel,276,1755622468.412135,UDP,good,1.0,0,0
non-reel,54,1755622468.415528,TCP,good,0.0,0,0
non-reel,1414,1755622468.415584,TCP,good,0.0,0,0
non-reel,1414,1755622468.415584,TCP,good,0.0,0,0
non-reel,54,1755622468.425805,TCP,good,0.0,0,0
non-reel,1414,1755622468.425848,TCP,good,0.0,0,0
non-reel,1414,1755622468.425848,TCP,good,0.0,0,0
non-reel,54,1755622468.440655,TCP,good,0.0,0,0
non-reel,1414,1755622468.440764,TCP,good,0.0,0,0
non-reel,1414,1755622468.440764,TCP,good,0.0,0,0
non-reel,54,1755622468.456331,TCP,good,0.0,0,0
non-reel,1414,1755622468.45637,TCP,good,0.0,0,0
non-reel,1414,1755622468.45637,TCP,good,0.0,0,0
non-reel,1414,1755622468.45637,TCP,good,0.0,0,0
non-reel,1414,1755622468.45637,TCP,good,0.0,0,0
non-reel,54,1755622468.465512,TCP,good,0.0,0,0
non-reel,1414,1755622468.465553,TCP,good,0.0,0,0
non-reel,1414,1755622468.465553,TCP,good,0.0,0,0
non-reel,54,1755622468.480169,TCP,good,0.0,0,0
non-reel,1414,1755622468.480207,TCP,good,0.0,0,0
non-reel,1414,1755622468.480207,TCP,good,0.0,0,0
non-reel,1380,1755622468.480207,TCP,good,0.0,0,0
non-reel,54,1755622468.483632,TCP,good,0.0,0,0
non-reel,1414,1755622468.483658,TCP,good,0.0,0,0
non-reel,1414,1755622468.483658,TCP,good,0.0,0,0
non-reel,54,1755622468.48748,TCP,good,0.0,0,0
non-reel,1414,1755622468.487506,TCP,good,0.0,0,0
non-reel,1414,1755622468.487506,TCP,good,0.0,0,0
non-reel,1414,1755622468.487506,TCP,good,0.0,0,0
non-reel,1414,1755622468.487506,TCP,good,0.0,0,0
non-reel,54,1755622468.492522,TCP,good,0.0,0,0
non-reel,1414,1755622468.492555,TCP,good,0.0,0,0
non-reel,1414,1755622468.492555,TCP,good,0.0,0,0
non-reel,54,1755622468.49966,TCP,good,0.0,0,0
non-reel,1414,1755622468.499705,TCP,good,0.0,0,0
non-reel,1414,1755622468.499705,TCP,good,0.0,0,0
non-reel,54,1755622468.503634,TCP,good,0.0,0,0
non-reel,1414,1755622468.50367,TCP,good,0.0,0,0
non-reel,1414,1755622468.50367,TCP,good,0.0,0,0
non-reel,54,1755622468.5108,TCP,good,0.0,0,0
non-reel,1414,1755622468.510858,TCP,good,0.0,0,0
non-reel,1414,1755622468.510858,TCP,good,0.0,0,0
non-reel,54,1755622468.519399,TCP,good,0.0,0,0
non-reel,1414,1755622468.519444,TCP,good,0.0,0,0
non-reel,1414,1755622468.519444,TCP,good,0.0,0,0
non-reel,54,1755622468.532794,TCP,good,0.0,0,0
non-reel,1414,1755622468.532834,TCP,good,0.0,0,0
non-reel,1414,1755622468.532834,TCP,good,0.0,0,0
non-reel,54,1755622468.540605,TCP,good,0.0,0,0
non-reel,1414,1755622468.540641,TCP,good,0.0,0,0
non-reel,1414,1755622468.540641,TCP,good,0.0,0,0
non-reel,54,1755622468.550702,TCP,good,0.0,0,0
non-reel,1414,1755622468.550741,TCP,good,0.0,0,0
non-reel,1414,1755622468.550741,TCP,good,0.0,0,0
non-reel,54,1755622468.560618,TCP,good,0.0,0,0
non-reel,1414,1755622468.560657,TCP,good,0.0,0,0
non-reel,1414,1755622468.560657,TCP,good,0.0,0,0
non-reel,54,1755622468.575729,TCP,good,0.0,0,0
non-reel,54,1755622468.575729,TCP,good,0.0,0,0
non-reel,1414,1755622468.575779,TCP,good,0.0,0,0
non-reel,1414,1755622468.575779,TCP,good,0.0,0,0
non-reel,1414,1755622468.575779,TCP,good,0.0,0,0
non-reel,1414,1755622468.575779,TCP,good,0.0,0,0
non-reel,54,1755622468.586089,TCP,good,0.0,0,0
non-reel,1414,1755622468.586124,TCP,good,0.0,0,0
non-reel,1414,1755622468.586124,TCP,good,0.0,0,0
non-reel,54,1755622468.600486,TCP,good,0.0,0,0
non-reel,1414,1755622468.600523,TCP,good,0.0,0,0
non-reel,1414,1755622468.600523,TCP,good,0.0,0,0
non-reel,54,1755622468.610445,TCP,good,0.0,0,0
non-reel,1414,1755622468.610479,TCP,good,0.0,0,0
non-reel,1414,1755622468.610479,TCP,good,0.0,0,0
non-reel,54,1755622468.617432,TCP,good,0.0,0,0
non-reel,1414,1755622468.617466,TCP,good,0.0,0,0
non-reel,1414,1755622468.617466,TCP,good,0.0,0,0
non-reel,54,1755622468.631057,TCP,good,0.0,0,0
non-reel,1414,1755622468.631091,TCP,good,0.0,0,0
non-reel,1414,1755622468.631091,TCP,good,0.0,0,0
non-reel,54,1755622468.646062,TCP,good,0.0,0,0
non-reel,1414,1755622468.646103,TCP,good,0.0,0,0
non-reel,1414,1755622468.646103,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,66,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,54,1755622468.712977,TCP,good,0.0,0,0
non-reel,1414,1755622468.713055,TCP,good,0.0,0,0
non-reel,1414,1755622468.713086,TCP,good,0.0,0,0
non-reel,1414,1755622468.713099,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,1414,1755622468.713126,TCP,good,0.0,0,0
non-reel,54,1755622468.719901,TCP,good,0.0,0,0
non-reel,1414,1755622468.719947,TCP,good,0.0,0,0
non-reel,1414,1755622468.719947,TCP,good,0.0,0,0
non-reel,54,1755622468.721453,TCP,good,0.0,0,0
non-reel,54,1755622468.721453,TCP,good,0.0,0,0
non-reel,1414,1755622468.721535,TCP,good,0.0,0,0
non-reel,1414,1755622468.721535,TCP,good,0.0,0,0
non-reel,1414,1755622468.721535,TCP,good,0.0,0,0
non-reel,1414,1755622468.721535,TCP,good,0.0,0,0
non-reel,54,1755622468.726431,TCP,good,0.0,0,0
non-reel,1414,1755622468.7265,TCP,good,0.0,0,0
non-reel,54,1755622468.733683,TCP,good,0.0,0,0
non-reel,54,1755622468.733683,TCP,good,0.0,0,0
non-reel,1414,1755622468.73373,TCP,good,0.0,0,0
non-reel,1414,1755622468.73373,TCP,good,0.0,0,0
non-reel,1414,1755622468.73373,TCP,good,0.0,0,0
non-reel,1414,1755622468.73373,TCP,good,0.0,0,0
non-reel,54,1755622468.740861,TCP,good,0.0,0,0
non-reel,54,1755622468.740861,TCP,good,0.0,0,0
non-reel,1414,1755622468.740898,TCP,good,0.0,0,0
non-reel,1414,1755622468.740898,TCP,good,0.0,0,0
non-reel,1414,1755622468.740898,TCP,good,0.0,0,0
non-reel,1414,1755622468.740898,TCP,good,0.0,0,0
non-reel,54,1755622468.758684,TCP,good,0.0,0,0
non-reel,1414,1755622468.75877,TCP,good,0.0,0,0
non-reel,1414,1755622468.75877,TCP,good,0.0,0,0
non-reel,54,1755622468.761449,TCP,good,0.0,0,0
non-reel,54,1755622468.761449,TCP,good,0.0,0,0
non-reel,1414,1755622468.76148,TCP,good,0.0,0,0
non-reel,1414,1755622468.76148,TCP,good,0.0,0,0
non-reel,1414,1755622468.76148,TCP,good,0.0,0,0
non-reel,1414,1755622468.76148,TCP,good,0.0,0,0
non-reel,54,1755622468.77255,TCP,good,0.0,0,0
non-reel,1414,1755622468.772625,TCP,good,0.0,0,0
non-reel,1414,1755622468.772625,TCP,good,0.0,0,0
non-reel,54,1755622468.77559,TCP,good,0.0,0,0
non-reel,54,1755622468.77559,TCP,good,0.0,0,0
non-reel,1414,1755622468.775643,TCP,good,0.0,0,0
non-reel,1414,1755622468.775643,TCP,good,0.0,0,0
non-reel,1414,1755622468.775643,TCP,good,0.0,0,0
non-reel,1414,1755622468.775643,TCP,good,0.0,0,0
non-reel,66,1755622468.780368,TCP,good,0.0,0,0
non-reel,66,1755622468.780368,TCP,good,0.0,0,0
non-reel,66,1755622468.780368,TCP,good,0.0,0,0
non-reel,66,1755622468.780368,TCP,good,0.0,0,0
non-reel,66,1755622468.780368,TCP,good,0.0,0,0
non-reel,1414,1755622468.780408,TCP,good,0.0,0,0
non-reel,1414,1755622468.780424,TCP,good,0.0,0,0
non-reel,66,1755622468.783628,TCP,good,0.0,0,0
non-reel,1414,1755622468.783653,TCP,good,0.0,0,0
non-reel,66,1755622468.788521,TCP,good,0.0,0,0
non-reel,54,1755622468.791692,TCP,good,0.0,0,0
non-reel,1414,1755622468.791725,TCP,good,0.0,0,0
non-reel,1414,1755622468.791725,TCP,good,0.0,0,0
non-reel,1414,1755622468.791725,TCP,good,0.0,0,0
non-reel,1414,1755622468.791725,TCP,good,0.0,0,0
